result_file,profile,policy,repetition,seed,experiment_config_sha256,server_profile,server_config_sha256,trace_sha256,offered_duration_seconds,arrivals,admitted,rejected,completed,failed,admitted_error_rate,request_throughput,request_goodput,slo_yield,p95_ttft_ms,p95_tpot_ms,p95_e2e_ms,p95_dispatch_lag_ms,fairness_jain,short_slo_yield,medium_slo_yield,long_slo_yield,peak_inflight,peak_inflight_tokens,final_token_budget,budget_decreases,budget_increases,peak_memory_used_mib,mean_gpu_utilization_percent,max_temperature_c,valid
artifacts/results/e08_admission/runs/mixed_burst/fixed_concurrency/20260828T162842319074Z-e08-mixed_burst-fixed_concurrency-r1.json,mixed_burst,fixed_concurrency,1,20260828,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,3bd986429a7c32aabd7b67788214eb629f80fba692f5b9c3d3588bfd59b8f8df,180.0,351,174,177,174,0,0.0,0.9666666666666667,0.9666666666666667,0.49572649572649574,238.76675140002135,13.514315237401878,3481.4718812499223,0.4339479999089235,0.9939607101559302,0.4742857142857143,0.4857142857142857,0.5633802816901409,4,7680,4096,0,0,10539.0,89.15254237288136,63.0,True
artifacts/results/e08_admission/runs/mixed_burst/fixed_concurrency/20260828T163701303010Z-e08-mixed_burst-fixed_concurrency-r2.json,mixed_burst,fixed_concurrency,2,20260928,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,c3a7c22749e669f3fcdca125c56345d916388b31f9c9f8b9b8a5672b2bd4b20c,180.0,352,179,173,179,0,0.0,0.9944444444444445,0.9944444444444445,0.5085227272727273,242.92228690021602,13.687174119684455,3482.6699148999296,0.2589681001836652,0.9776880959289164,0.480225988700565,0.4666666666666667,0.6428571428571429,4,7680,4096,0,0,10587.0,92.36363636363636,65.0,True
artifacts/results/e08_admission/runs/mixed_burst/fixed_concurrency/20260828T165745466637Z-e08-mixed_burst-fixed_concurrency-r3.json,mixed_burst,fixed_concurrency,3,20261028,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,ad557dc162dea6070f44672fbe3789efe110dbb63b7b8f8cedc713af57f7b586,180.0,362,188,174,188,0,0.0,1.0444444444444445,1.0444444444444445,0.5193370165745856,242.4602693498855,13.373203873660358,3467.2109633997707,0.17461470010857724,0.9964788640205188,0.5082872928176796,0.5596330275229358,0.4861111111111111,4,6144,4096,0,0,10587.0,92.24431818181819,65.0,True
artifacts/results/e08_admission/runs/mixed_burst/token_aware/20260828T163251704556Z-e08-mixed_burst-token_aware-r1.json,mixed_burst,token_aware,1,20260828,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,3bd986429a7c32aabd7b67788214eb629f80fba692f5b9c3d3588bfd59b8f8df,180.0,351,238,113,238,0,0.0,1.3222222222222222,1.3222222222222222,0.6780626780626781,240.99404664993926,14.008694461417116,3436.1531617998935,0.1955079999333975,0.9717715340976478,0.7828571428571428,0.6095238095238096,0.5211267605633803,8,6144,6144,0,8,10587.0,87.53672316384181,66.0,True
artifacts/results/e08_admission/runs/mixed_burst/token_aware/20260828T164110370822Z-e08-mixed_burst-token_aware-r2.json,mixed_burst,token_aware,2,20260928,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,c3a7c22749e669f3fcdca125c56345d916388b31f9c9f8b9b8a5672b2bd4b20c,180.0,352,241,111,241,0,0.0,1.3388888888888888,1.3388888888888888,0.6846590909090909,243.6835430003157,14.15491157480015,3433.485068000209,0.1328746001718173,0.977280785284063,0.7457627118644068,0.6952380952380952,0.5142857142857142,8,6144,6144,0,8,10587.0,89.85227272727273,65.0,True
artifacts/results/e08_admission/runs/mixed_burst/token_aware/20260828T164928011130Z-e08-mixed_burst-token_aware-r3.json,mixed_burst,token_aware,3,20261028,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,ad557dc162dea6070f44672fbe3789efe110dbb63b7b8f8cedc713af57f7b586,180.0,362,249,113,249,0,0.0,1.3833333333333333,1.3833333333333333,0.6878453038674033,243.18951559971538,13.859492603151871,3424.236425199979,0.1472330997330573,0.9626373612956484,0.7955801104972375,0.6422018348623854,0.4861111111111111,8,6144,6144,0,8,10587.0,92.64204545454545,65.0,True
artifacts/results/e08_admission/runs/mixed_burst/unbounded/20260828T162432987122Z-e08-mixed_burst-unbounded-r1.json,mixed_burst,unbounded,1,20260828,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,3bd986429a7c32aabd7b67788214eb629f80fba692f5b9c3d3588bfd59b8f8df,180.0,351,351,0,350,1,0.002849002849002849,1.9444444444444444,1.3666666666666667,0.7008547008547008,2535.054736099961,15.252948607873508,5312.647322749967,0.14227699989532994,0.9994729722728698,0.7028571428571428,0.7142857142857143,0.676056338028169,18,16640,4096,0,0,10539.0,93.96610169491525,65.0,True
artifacts/results/e08_admission/runs/mixed_burst/unbounded/20260828T164519355001Z-e08-mixed_burst-unbounded-r2.json,mixed_burst,unbounded,2,20260928,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,c3a7c22749e669f3fcdca125c56345d916388b31f9c9f8b9b8a5672b2bd4b20c,180.0,352,352,0,352,0,0.0,1.9555555555555555,1.511111111111111,0.7727272727272727,2725.585680599852,15.403154339764306,5378.860001099996,0.18084659986925544,0.9975275037948966,0.751412429378531,0.8285714285714286,0.7428571428571429,20,17664,4096,0,0,10587.0,94.82386363636364,64.0,True
artifacts/results/e08_admission/runs/mixed_burst/unbounded/20260828T165336674922Z-e08-mixed_burst-unbounded-r3.json,mixed_burst,unbounded,3,20261028,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,ad557dc162dea6070f44672fbe3789efe110dbb63b7b8f8cedc713af57f7b586,180.0,362,362,0,362,0,0.0,2.011111111111111,1.5,0.7458563535911602,2597.761900500381,15.380927328743942,4896.93931179977,0.1613473002180399,0.9987668414001291,0.7182320441988951,0.7706422018348624,0.7777777777777778,19,18688,4096,0,0,10587.0,96.85227272727273,65.0,True
artifacts/results/e08_admission/runs/mixed_nominal/fixed_concurrency/20260828T113934787394Z-e08-mixed_nominal-fixed_concurrency-r1.json,mixed_nominal,fixed_concurrency,1,20260828,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,2b46314abec18ed6b47af5f22773aa2663715e8cecd6cea6e590653cbb5e1d31,180.0,172,148,24,148,0,0.0,0.8222222222222222,0.8222222222222222,0.8604651162790697,250.10982645002287,13.879823313811658,3611.737721950101,0.6418368499907954,0.9955462333443453,0.8023255813953488,0.9019607843137255,0.9428571428571428,4,7680,4096,0,0,10746.0,88.07954545454545,64.0,True
artifacts/results/e08_admission/runs/mixed_nominal/fixed_concurrency/20260828T114738234776Z-e08-mixed_nominal-fixed_concurrency-r2.json,mixed_nominal,fixed_concurrency,2,20260928,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,12f2cb5f0efb76acb0acf9ce1ea73c5c4f56254a712491f522c82d95b0b03063,180.0,171,153,18,153,0,0.0,0.85,0.85,0.8947368421052632,253.2200979999743,13.66136615747994,3542.3102725999797,0.45533799993791035,0.9995887036511113,0.8837209302325582,0.9215686274509803,0.8823529411764706,4,6144,4096,0,0,10746.0,89.64204545454545,64.0,True
artifacts/results/e08_admission/runs/mixed_nominal/fixed_concurrency/20260828T120751173106Z-e08-mixed_nominal-fixed_concurrency-r3.json,mixed_nominal,fixed_concurrency,3,20261028,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,3ad0da0dc904706facc915c0d32a671d2f0e0f481006720c22284b141537afe3,180.0,191,162,29,162,0,0.0,0.9,0.9,0.8481675392670157,244.44548560002204,13.620893814960956,3424.677915300049,0.3304930003196205,0.9999722281076195,0.8526315789473684,0.8448275862068966,0.8421052631578947,4,7680,4096,0,0,10748.0,90.83522727272727,64.0,True
artifacts/results/e08_admission/runs/mixed_nominal/token_aware/20260828T114335505616Z-e08-mixed_nominal-token_aware-r1.json,mixed_nominal,token_aware,1,20260828,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,2b46314abec18ed6b47af5f22773aa2663715e8cecd6cea6e590653cbb5e1d31,180.0,172,160,12,160,0,0.0,0.8888888888888888,0.8888888888888888,0.9302325581395349,248.43147975003603,13.853293560234796,3458.2147400999474,6.687916500084141,0.9802830919774843,1.0,0.9607843137254902,0.7142857142857143,7,5632,6144,0,8,10746.0,86.82954545454545,64.0,True
artifacts/results/e08_admission/runs/mixed_nominal/token_aware/20260828T115137345055Z-e08-mixed_nominal-token_aware-r2.json,mixed_nominal,token_aware,2,20260928,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,12f2cb5f0efb76acb0acf9ce1ea73c5c4f56254a712491f522c82d95b0b03063,180.0,171,159,12,159,0,0.0,0.8833333333333333,0.8833333333333333,0.9298245614035088,251.537332000089,13.668652218110207,3460.29299380009,1.6697080001222275,0.9944919814792451,0.9883720930232558,0.9019607843137255,0.8235294117647058,7,6144,6144,0,8,10746.0,88.22727272727273,62.0,True
artifacts/results/e08_admission/runs/mixed_nominal/token_aware/20260828T115939131953Z-e08-mixed_nominal-token_aware-r3.json,mixed_nominal,token_aware,3,20261028,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,3ad0da0dc904706facc915c0d32a671d2f0e0f481006720c22284b141537afe3,180.0,191,181,10,181,0,0.0,1.0055555555555555,1.0055555555555555,0.9476439790575916,244.5226940003522,13.824562905512263,3525.7947310001327,4.7753095000189205,0.9975311880891544,0.968421052631579,0.9655172413793104,0.868421052631579,8,6144,6144,0,8,10748.0,90.06214689265536,64.0,True
artifacts/results/e08_admission/runs/mixed_nominal/unbounded/20260828T113531998732Z-e08-mixed_nominal-unbounded-r1.json,mixed_nominal,unbounded,1,20260828,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,2b46314abec18ed6b47af5f22773aa2663715e8cecd6cea6e590653cbb5e1d31,180.0,172,172,0,172,0,0.0,0.9555555555555556,0.9555555555555556,1.0,251.09538029999499,14.222579613676173,3657.691007600084,11.56211070006065,1.0,1.0,1.0,1.0,8,9472,4096,0,0,10729.0,88.42613636363636,65.0,True
artifacts/results/e08_admission/runs/mixed_nominal/unbounded/20260828T115537869496Z-e08-mixed_nominal-unbounded-r2.json,mixed_nominal,unbounded,2,20260928,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,12f2cb5f0efb76acb0acf9ce1ea73c5c4f56254a712491f522c82d95b0b03063,180.0,171,171,0,171,0,0.0,0.95,0.95,1.0,251.82279500006644,13.999470688975807,3626.6478385000482,0.5099495001559262,1.0,1.0,1.0,1.0,9,8448,4096,0,0,10746.0,90.48863636363636,63.0,True
artifacts/results/e08_admission/runs/mixed_nominal/unbounded/20260828T120345845436Z-e08-mixed_nominal-unbounded-r3.json,mixed_nominal,unbounded,3,20261028,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,3ad0da0dc904706facc915c0d32a671d2f0e0f481006720c22284b141537afe3,180.0,191,191,0,191,0,0.0,1.0611111111111111,1.0611111111111111,1.0,244.90650650000134,13.900461649606633,3569.8349379999854,0.28597950017683615,1.0,1.0,1.0,1.0,8,9216,4096,0,0,10748.0,91.63276836158192,63.0,True
artifacts/results/e08_admission/runs/mixed_overload/fixed_concurrency/20260828T121600837343Z-e08-mixed_overload-fixed_concurrency-r1.json,mixed_overload,fixed_concurrency,1,20260828,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,c0ff124f4bb7fec340968b634c193306b8b67fcc054e2eb5fa335896b8f7ca58,180.0,338,209,129,209,0,0.0,1.1611111111111112,1.1611111111111112,0.6183431952662722,249.35930000001463,13.78341266299184,3581.879975599986,3.7483083498500473,0.9967112559416351,0.5798816568047337,0.6568627450980392,0.6567164179104478,4,7168,4096,0,0,10736.0,96.954802259887,64.0,True
artifacts/results/e08_admission/runs/mixed_overload/fixed_concurrency/20260828T122410573361Z-e08-mixed_overload-fixed_concurrency-r2.json,mixed_overload,fixed_concurrency,2,20260928,c936169cb314f1f59b9e91303002b6757d732b0de4f9b41aec2d2d3577aa0dd3,e06_bt2048_apc_off,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,4fae90e5bcf0b93b064543e01420a476417b3ddcf5d943739aa0b289ef20c7de,180.0,331,214,117,214,0,0.0,1.1888888888888889,1.1888888888888889,0.6465256797583081,248.30814710028335,13.801188789992008,3593.791743600036,0.3651565002655843,0.9965108349080705,0.6325301204819277,0.696969696969697,0.6060606060606061,4,7680,4096,0,0,10929.0,96.5909090909091,64.0,True
