result_file,profile,policy,repetition,seed,experiment_config_sha256,server_config_sha256,trace_sha256,offered_duration_seconds,offered_rate_rps,arrivals,admitted,rejected,completed,failed,admitted_error_rate,request_throughput,request_goodput,slo_yield,p95_ttft_ms,p95_tpot_ms,p95_e2e_ms,p95_arrival_lag_ms,p95_admitted_queue_wait_ms,max_admitted_queue_wait_ms,deadline_rejections,fairness_jain,short_slo_yield,medium_slo_yield,long_slo_yield,peak_inflight,peak_inflight_tokens,peak_queue_depth,backfilled,peak_memory_used_mib,mean_gpu_utilization_percent,max_temperature_c,valid
artifacts/results/e09_deadline_admission/runs/holdout_nominal/deadline_aware/20260830T050733739928Z-e09-holdout_nominal-deadline_aware-r1.json,holdout_nominal,deadline_aware,1,20270117,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,27d8d75cbced3117cbc408f2cf2e1f1a98125f0fa7b08315d5a0ad3081ab1e8a,180.0,1.0055555555555555,181,181,0,181,0,0.0,1.0055555555555555,1.0055555555555555,1.0,238.28620300014336,13.429675440944967,3453.197618000104,0.1550140000290412,0.16704399990885577,0.5200350001359766,0,1.0,1.0,1.0,1.0,8,7936,1,0,11472.0,86.13483146067416,66.0,True
artifacts/results/e09_deadline_admission/runs/holdout_nominal/deadline_aware/20260830T051549545386Z-e09-holdout_nominal-deadline_aware-r2.json,holdout_nominal,deadline_aware,2,20270217,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,5025040d897b58e0e3dde3fe65396a86352766d5e0a0c4217b534e8f102994bc,180.0,0.9666666666666667,174,174,0,174,0,0.0,0.9666666666666667,0.9666666666666667,1.0,240.51698599997735,13.436433430708497,3460.999240249873,0.14776774996789754,0.16159590018105519,163.59195099994395,0,1.0,1.0,1.0,1.0,7,6912,1,0,11484.0,88.09770114942529,65.0,True
artifacts/results/e09_deadline_admission/runs/holdout_nominal/deadline_aware/20260830T052402031813Z-e09-holdout_nominal-deadline_aware-r3.json,holdout_nominal,deadline_aware,3,20270317,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,116c3f4b239a980778937395554d960d3d15e01d73bf2a1f84e22831c485f859,180.0,1.011111111111111,182,182,0,182,0,0.0,1.011111111111111,1.011111111111111,1.0,259.03774275016065,13.730167775181371,3516.349414749925,0.14531689960222136,0.16106794998904658,234.604902999763,0,1.0,1.0,1.0,1.0,8,7936,1,0,11484.0,91.0,65.0,True
artifacts/results/e09_deadline_admission/runs/holdout_nominal/fixed_concurrency/20260830T050324372455Z-e09-holdout_nominal-fixed_concurrency-r1.json,holdout_nominal,fixed_concurrency,1,20270117,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,27d8d75cbced3117cbc408f2cf2e1f1a98125f0fa7b08315d5a0ad3081ab1e8a,180.0,1.0055555555555555,181,155,26,155,0,0.0,0.8611111111111112,0.8611111111111112,0.856353591160221,238.82574730014312,13.209454779527595,3385.1411502000474,0.1505240002188657,0.0,0.0,0,0.9992192634682994,0.8333333333333334,0.8703703703703703,0.8918918918918919,4,6144,0,0,11472.0,85.9494382022472,64.0,True
artifacts/results/e09_deadline_admission/runs/holdout_nominal/fixed_concurrency/20260830T051143363814Z-e09-holdout_nominal-fixed_concurrency-r2.json,holdout_nominal,fixed_concurrency,2,20270217,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,5025040d897b58e0e3dde3fe65396a86352766d5e0a0c4217b534e8f102994bc,180.0,0.9666666666666667,174,155,19,155,0,0.0,0.8611111111111112,0.8611111111111112,0.8908045977011494,238.97047190009744,13.223039687828521,3411.136748899912,0.1518469500979336,0.0,0.0,0,0.998945495908894,0.8735632183908046,0.8867924528301887,0.9411764705882353,4,6144,0,0,11472.0,86.25862068965517,65.0,True
artifacts/results/e09_deadline_admission/runs/holdout_nominal/fixed_concurrency/20260830T053221502408Z-e09-holdout_nominal-fixed_concurrency-r3.json,holdout_nominal,fixed_concurrency,3,20270317,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,116c3f4b239a980778937395554d960d3d15e01d73bf2a1f84e22831c485f859,180.0,1.011111111111111,182,154,28,154,0,0.0,0.8555555555555555,0.8555555555555555,0.8461538461538461,237.45295475032435,13.149665104706846,3336.534083100082,0.1412677002917917,0.0,0.0,0,0.9993841978940889,0.8555555555555555,0.8545454545454545,0.8108108108108109,4,6144,0,0,11510.0,90.85393258426966,65.0,True
artifacts/results/e09_deadline_admission/runs/holdout_nominal/unbounded/20260830T045914263153Z-e09-holdout_nominal-unbounded-r1.json,holdout_nominal,unbounded,1,20270117,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,27d8d75cbced3117cbc408f2cf2e1f1a98125f0fa7b08315d5a0ad3081ab1e8a,180.0,1.0055555555555555,181,181,0,181,0,0.0,1.0055555555555555,1.0055555555555555,1.0,237.29789499998333,13.428595478431175,3452.923964999968,0.1402789999929155,0.0,0.0,0,1.0,1.0,1.0,1.0,8,7936,0,0,11472.0,85.93258426966293,65.0,True
artifacts/results/e09_deadline_admission/runs/holdout_nominal/unbounded/20260830T051955875645Z-e09-holdout_nominal-unbounded-r2.json,holdout_nominal,unbounded,2,20270217,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,5025040d897b58e0e3dde3fe65396a86352766d5e0a0c4217b534e8f102994bc,180.0,0.9666666666666667,174,174,0,174,0,0.0,0.9666666666666667,0.9666666666666667,1.0,239.23728120005308,13.444249176093702,3461.972217700418,0.1438854501429887,0.0,0.0,0,1.0,1.0,1.0,1.0,7,8448,0,0,11484.0,87.26436781609195,64.0,True
artifacts/results/e09_deadline_admission/runs/holdout_nominal/unbounded/20260830T052811636920Z-e09-holdout_nominal-unbounded-r3.json,holdout_nominal,unbounded,3,20270317,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,116c3f4b239a980778937395554d960d3d15e01d73bf2a1f84e22831c485f859,180.0,1.011111111111111,182,182,0,182,0,0.0,1.011111111111111,1.011111111111111,1.0,247.57279149989697,13.73179905135406,3513.70176860014,0.14426669993099492,0.0,0.0,0,1.0,1.0,1.0,1.0,8,8960,0,0,11484.0,90.9494382022472,65.0,True
artifacts/results/e09_deadline_admission/runs/holdout_periodic_burst/deadline_aware/20260830T054449654812Z-e09-holdout_periodic_burst-deadline_aware-r1.json,holdout_periodic_burst,deadline_aware,1,20270117,18935a9eee1ac06a05d312aed049bc78bf66b6b5bcb8ab7fddf6298df85b5635,2d47ae6083111e82b17f13e9676b2df92b8f27c42873a341db6285bc223495ba,abc0bd7390bce4bc061dc75c89042b42af465ab8dc35a6a5d5f817e129c6bedf,180.0,2.0833333333333335,375,306,69,306,0,0.0,1.7,1.6944444444444444,0.8133333333333334,718.7672364997297,15.06382056889676,3725.312196749883,0.1453125995794835,641.1047055001973,797.6044349998119,69,0.9916549752778465,0.8457446808510638,0.8407079646017699,0.6891891891891891,8,8192,9,9,11554.0,96.30508474576271,66.0,True
